studentID,School,age,sex,mother tongue,BMI/nutrional status,Grade 1 Final ratings in Math,Grade 1 Final ratings in English,Grade 1 Final ratings in Filipino,Grade 1 Final ratings in Araling Panlipunan,Grade 2 Final ratings in Math,Grade 2 Final ratings in English,Grade 2 Final ratings in Filipino,Grade 2 Final ratings in Araling Panlipunan,Grade 3 Final ratings in Math,Grade 3 Final ratings in English,Grade 3 Final ratings in Science,Grade 3 Final ratings in Filipino,Grade 3 Final ratings in Araling Panlipunan,Grade 4 Final ratings in Math,Grade 4 Final ratings in English,Grade 4 Final ratings in Science,Grade 4 Final ratings in Filipino,Grade 4 Final ratings in Araling Panlipunan,Grade 5 Final ratings in Math,Grade 5 Final ratings in English,Grade 5 Final ratings in Science,Grade 5 Final ratings in Filipino,Grade 5 Final ratings in Araling Panlipunan,Grade 6 Final ratings in Math,Grade 6 Final ratings in English,Grade 6 Final ratings in Science,Grade 6 Final ratings in Filipino,Grade 6 Final ratings in Araling Panlipunan,School MPS
S0548,Urdaneta I Central School,9,F,Ilocano,Wasted,76,96,79,77,95,90,99,78,94,92,80,97,97,88,84,90,93,93,84,75,99,99,91,94,92,76,97,92,66.82
S0549,Urdaneta I Central School,6,F,Filipino,Overweight,76,78,91,82,82,99,99,96,77,88,79,98,91,84,87,79,87,86,89,96,99,89,97,86,89,85,94,95,66.82
S0550,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Filipino,Severely Wasted,93,93,94,99,85,92,88,99,87,92,80,98,90,90,88,80,89,97,85,96,77,95,97,84,84,94,83,98,75.71
S0551,Don Alipio Fernandes Sr. IS,7,M,Ilocano,Overweight,91,80,77,96,90,76,76,95,96,97,97,76,87,81,94,83,92,77,94,96,93,100,94,79,80,97,85,85,73.08
S0552,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Filipino,Wasted,77,85,88,88,100,95,94,99,84,76,98,93,92,77,95,95,88,94,77,99,91,98,78,81,88,98,88,81,75.71
S0553,Don Alipio Fernandes Sr. IS,6,F,Ilocano,Wasted,89,77,84,83,89,92,89,93,78,83,85,85,98,90,86,81,87,92,88,78,99,96,77,88,83,86,89,97,73.08
S0554,Urdaneta I Central School,12,M,Ilocano,Wasted,96,78,78,84,77,90,98,76,92,96,100,83,80,81,80,89,91,80,80,100,82,96,89,82,82,84,87,87,66.82
S0555,Don Alipio Fernandes Sr. IS,9,F,Filipino,Severely Wasted,82,97,80,76,94,80,92,94,91,100,79,91,95,99,88,78,89,76,91,77,96,83,97,91,100,83,83,94,73.08
S0556,Don Alipio Fernandes Sr. IS,12,M,Ilocano,Overweight,85,97,91,80,94,98,90,88,92,77,75,93,84,82,79,99,79,98,92,100,84,85,96,95,91,89,93,94,73.08
S0557,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Tagalog,Obese,93,76,81,95,86,77,96,93,83,99,76,77,86,86,77,86,77,95,90,80,84,77,77,87,86,78,75,98,75.71
S0558,Urdaneta I Central School,10,M,Tagalog,Obese,76,89,78,91,92,80,78,89,84,78,96,80,98,99,94,83,86,80,88,82,100,80,100,82,83,83,99,93,66.82
S0559,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,F,Tagalog,Obese,94,84,95,79,86,95,86,75,81,82,86,91,83,97,76,80,80,93,86,92,91,76,80,75,97,82,77,79,75.71
S0560,Don Alipio Fernandes Sr. IS,8,M,Ilocano,Severely Wasted,75,81,76,87,75,94,99,98,75,96,75,83,95,98,98,86,99,95,93,89,89,79,86,92,79,98,95,78,73.08
S0561,Don Alipio Fernandes Sr. IS,12,F,Tagalog,Obese,90,100,100,98,95,84,86,92,85,93,91,79,77,83,75,78,95,88,94,86,89,89,95,82,86,84,79,77,73.08
S0562,Don Alipio Fernandes Sr. IS,8,M,Ilocano,Severely Wasted,86,80,97,81,80,93,96,92,93,81,100,86,91,87,92,95,84,79,90,92,78,93,78,97,85,89,91,76,73.08
S0563,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Ilocano,Wasted,97,100,82,99,79,86,80,77,91,80,83,83,90,86,95,97,85,81,93,90,94,86,91,81,85,84,94,93,75.71
S0564,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Tagalog,Severely Wasted,78,75,99,96,77,87,91,97,92,100,95,80,96,96,93,90,80,98,82,75,79,89,80,92,100,94,96,96,75.71
S0565,Don Alipio Fernandes Sr. IS,9,M,Tagalog,Overweight,98,96,80,93,90,96,86,85,79,85,87,98,93,84,79,75,93,77,84,89,79,84,88,97,100,87,83,88,73.08
S0566,Urdaneta I Central School,7,M,Ilocano,Normal,93,100,88,93,98,94,78,80,88,99,93,83,96,84,92,94,93,96,98,86,84,93,97,93,99,90,76,87,66.82
S0567,Urdaneta I Central School,9,M,Tagalog,Normal,79,98,87,83,82,88,92,95,76,77,95,100,91,79,96,85,93,87,81,94,94,86,98,94,96,87,86,75,66.82
S0568,Urdaneta I Central School,10,F,Tagalog,Overweight,87,92,75,86,80,100,84,98,93,98,96,95,84,94,78,75,90,93,88,75,97,91,96,76,79,95,75,87,66.82
S0569,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Filipino,Obese,79,100,78,93,79,75,83,100,75,99,79,86,88,81,86,75,88,85,87,96,88,88,77,85,98,76,88,92,75.71
S0570,Urdaneta I Central School,7,M,Ilocano,Severely Wasted,90,93,78,92,91,79,78,85,100,79,85,97,91,78,77,84,86,96,77,81,96,77,98,91,83,98,80,81,66.82
S0571,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,F,Tagalog,Obese,79,97,97,79,78,86,95,80,77,83,94,89,81,75,88,85,94,78,84,83,82,79,100,82,96,78,85,93,75.71
S0572,Urdaneta I Central School,8,F,Tagalog,Normal,80,81,79,89,88,87,85,84,94,77,82,92,76,85,94,93,84,79,78,77,98,91,97,76,90,77,83,88,66.82
S0573,Urdaneta I Central School,12,F,Filipino,Wasted,85,86,89,87,81,91,81,84,79,94,100,76,99,93,89,86,80,94,78,91,78,91,78,85,94,87,98,87,66.82
S0574,Urdaneta I Central School,10,M,Ilocano,Wasted,99,96,92,78,85,95,88,99,80,94,79,84,84,75,78,81,84,78,76,84,93,89,99,84,90,86,95,83,66.82
S0575,Urdaneta I Central School,6,M,Tagalog,Severely Wasted,84,92,87,83,80,88,89,75,90,86,91,96,91,100,75,98,85,87,81,78,98,76,96,84,78,94,76,97,66.82
S0576,Don Alipio Fernandes Sr. IS,7,F,Filipino,Wasted,100,83,94,78,77,98,83,100,92,79,89,81,75,79,84,95,94,87,94,95,90,85,100,89,97,76,93,90,73.08
S0577,Don Alipio Fernandes Sr. IS,12,F,Tagalog,Severely Wasted,93,76,82,99,89,83,80,91,80,94,80,86,100,97,99,91,90,89,99,78,99,78,83,86,87,83,88,84,73.08
S0578,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Filipino,Wasted,96,79,88,100,80,82,82,91,92,99,98,94,95,97,96,76,89,83,100,98,95,78,82,76,76,100,94,90,75.71
S0579,Don Alipio Fernandes Sr. IS,10,F,Ilocano,Overweight,97,93,77,84,82,82,99,87,85,88,86,99,85,90,78,94,98,90,84,99,95,85,84,82,78,84,97,98,73.08
S0580,Urdaneta I Central School,9,F,Tagalog,Overweight,82,100,96,85,79,97,89,88,96,77,87,80,100,86,85,100,93,82,97,80,97,75,76,76,79,92,79,92,66.82
S0581,Urdaneta I Central School,10,M,Tagalog,Severely Wasted,86,92,94,76,80,84,86,89,86,95,86,94,94,95,96,85,83,79,82,85,83,84,94,83,93,98,93,98,66.82
S0582,Don Alipio Fernandes Sr. IS,8,F,Ilocano,Wasted,89,93,85,96,77,89,93,80,95,85,80,80,86,95,75,87,84,89,97,75,100,82,99,96,86,77,97,79,73.08
S0583,Don Alipio Fernandes Sr. IS,12,M,Tagalog,Wasted,87,95,80,85,99,78,97,91,86,80,75,97,96,89,78,86,90,90,93,88,91,97,79,100,85,80,90,98,73.08
S0584,Urdaneta I Central School,8,M,Tagalog,Severely Wasted,94,75,93,90,84,97,88,97,84,84,91,87,76,80,82,81,88,90,100,92,76,96,96,91,83,84,80,87,66.82
S0585,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,F,Tagalog,Normal,97,76,79,86,92,100,83,83,95,86,83,86,89,86,97,95,87,87,78,90,82,86,82,92,77,81,79,87,75.71
S0586,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Filipino,Normal,88,86,78,84,85,85,78,81,81,98,90,87,76,92,90,99,77,76,78,95,81,77,95,90,92,77,99,91,75.71
S0587,Urdaneta I Central School,10,M,Ilocano,Obese,100,89,98,85,83,91,96,80,91,83,82,100,89,93,85,79,94,86,86,77,79,83,88,99,94,92,82,77,66.82
S0588,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Tagalog,Obese,88,94,96,93,93,93,95,89,89,82,89,98,81,96,76,86,89,96,77,89,95,94,77,80,80,98,95,87,75.71
S0589,Don Alipio Fernandes Sr. IS,8,F,Tagalog,Severely Wasted,76,95,78,80,93,85,96,95,97,94,81,79,97,99,80,93,88,80,92,81,98,92,89,98,83,96,82,86,73.08
S0590,Don Alipio Fernandes Sr. IS,10,M,Tagalog,Wasted,96,81,82,88,78,99,98,79,100,98,94,92,82,96,96,91,82,100,92,92,99,79,100,99,90,91,97,100,73.08
S0591,Don Alipio Fernandes Sr. IS,7,F,Tagalog,Wasted,88,86,80,92,83,83,91,79,81,77,79,92,90,78,84,80,94,96,89,86,79,92,75,84,75,78,85,79,73.08
S0592,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Tagalog,Wasted,76,95,93,96,97,89,87,83,99,84,85,94,98,85,89,95,93,85,100,91,100,95,94,98,100,89,100,91,75.71
S0593,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Tagalog,Normal,92,90,76,83,96,78,95,83,88,94,76,96,86,93,96,88,85,83,77,85,84,99,94,90,95,90,92,79,75.71
S0594,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Ilocano,Overweight,96,94,97,75,81,98,92,87,89,82,92,94,76,82,100,91,96,86,77,76,96,84,88,95,94,81,98,84,75.71
S0595,Urdaneta I Central School,12,F,Tagalog,Normal,76,95,81,86,78,77,85,76,89,94,87,76,90,86,89,96,77,95,87,91,93,83,77,99,99,84,77,93,66.82
S0596,Urdaneta I Central School,8,M,Tagalog,Severely Wasted,96,88,86,93,84,93,82,83,91,99,85,82,89,93,82,98,84,82,89,97,91,79,78,99,96,82,80,76,66.82
S0597,Don Alipio Fernandes Sr. IS,8,F,Ilocano,Obese,97,96,88,97,94,92,96,80,80,91,89,85,81,95,87,76,86,77,87,97,79,85,78,99,76,77,75,77,73.08
S0598,Urdaneta I Central School,11,M,Filipino,Severely Wasted,87,76,81,88,89,85,92,76,99,90,99,97,100,86,100,88,91,79,96,76,77,85,93,78,99,100,83,79,66.82
S0599,Urdaneta I Central School,7,M,Ilocano,Severely Wasted,82,90,89,92,95,87,82,90,84,87,82,75,75,81,99,98,81,88,91,97,91,79,75,79,75,98,80,98,66.82
S0600,Urdaneta I Central School,7,M,Ilocano,Normal,97,88,81,79,87,78,95,88,76,89,97,96,90,84,92,99,79,80,97,75,88,82,99,75,95,97,93,83,66.82
S0601,Don Alipio Fernandes Sr. IS,7,F,Tagalog,Normal,80,81,77,75,94,96,79,85,81,99,97,82,95,100,84,80,76,80,86,100,96,87,92,85,83,89,86,89,73.08
S0602,Urdaneta I Central School,9,F,Tagalog,Normal,98,82,91,92,100,81,84,89,82,96,86,81,86,90,83,82,77,76,94,81,93,81,92,95,89,76,88,78,66.82
S0603,Urdaneta I Central School,8,M,Tagalog,Wasted,100,85,100,82,95,77,78,96,84,85,87,77,79,93,76,83,93,88,88,91,79,86,93,89,93,97,98,80,66.82
S0604,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Ilocano,Normal,83,89,78,87,90,88,82,97,80,79,96,79,85,99,81,99,100,78,84,85,78,84,91,77,91,97,93,90,75.71
S0605,Urdaneta I Central School,12,M,Tagalog,Overweight,100,99,79,87,75,87,83,79,92,94,90,97,80,94,96,95,85,76,96,84,93,78,97,93,96,93,96,75,66.82
S0606,Don Alipio Fernandes Sr. IS,12,F,Tagalog,Obese,87,95,88,85,90,81,81,85,84,92,76,91,88,100,77,83,85,81,86,93,82,76,81,75,100,94,91,75,73.08
S0607,Don Alipio Fernandes Sr. IS,11,M,Tagalog,Wasted,96,87,84,91,78,78,98,76,77,98,76,79,100,94,79,87,92,88,89,95,75,95,77,95,100,90,96,76,73.08
S0608,Urdaneta I Central School,7,F,Tagalog,Severely Wasted,82,96,80,79,83,90,100,77,77,96,83,90,99,78,81,98,98,94,85,92,89,85,94,91,89,84,80,82,66.82
S0609,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Filipino,Normal,89,82,75,84,98,99,80,79,88,89,88,81,83,95,100,78,76,79,98,91,85,79,95,91,94,80,96,94,75.71
S0610,Urdaneta I Central School,7,M,Ilocano,Severely Wasted,75,97,94,98,92,91,79,78,88,91,89,84,75,75,86,75,96,76,90,84,75,95,81,100,96,98,80,85,66.82
S0611,Urdaneta I Central School,12,F,Filipino,Normal,99,79,78,88,75,77,97,87,97,99,86,91,97,81,87,90,91,80,86,84,95,77,96,90,81,87,77,84,66.82
S0612,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Ilocano,Severely Wasted,79,84,81,98,98,85,86,94,80,93,77,94,91,82,78,99,80,88,88,99,77,87,91,94,88,88,75,95,75.71
S0613,Don Alipio Fernandes Sr. IS,10,F,Tagalog,Obese,80,77,83,88,98,100,80,79,80,98,93,80,80,78,87,86,77,82,76,84,93,88,99,77,87,92,90,83,73.08
S0614,Don Alipio Fernandes Sr. IS,12,F,Ilocano,Obese,79,91,85,82,84,81,98,94,96,89,93,80,82,97,87,92,80,78,88,87,85,89,88,97,77,98,92,97,73.08
S0615,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Ilocano,Wasted,88,86,98,91,94,99,91,88,80,92,95,78,94,97,75,100,78,98,80,100,77,87,94,98,80,85,79,81,75.71
S0616,Don Alipio Fernandes Sr. IS,7,F,Ilocano,Obese,76,80,78,82,92,88,78,97,82,95,82,100,96,78,98,78,91,82,77,97,88,100,98,75,85,78,87,86,73.08
S0617,Urdaneta I Central School,9,F,Ilocano,Overweight,89,81,85,87,86,86,89,99,78,87,75,90,88,98,78,86,77,76,82,79,81,98,95,79,90,79,98,93,66.82
S0618,Urdaneta I Central School,8,M,Tagalog,Wasted,93,85,90,100,84,75,79,100,84,99,82,85,75,91,76,92,91,76,95,97,96,88,80,75,94,78,97,79,66.82
S0619,Don Alipio Fernandes Sr. IS,9,F,Ilocano,Wasted,95,96,75,80,91,93,82,90,87,96,81,99,79,100,76,100,84,97,89,81,94,89,95,95,84,90,78,84,73.08
S0620,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Filipino,Severely Wasted,80,94,87,91,100,98,80,96,85,91,91,87,76,93,87,95,81,81,92,91,87,84,76,95,75,83,94,91,75.71
S0621,Don Alipio Fernandes Sr. IS,6,F,Tagalog,Normal,100,95,100,91,85,80,91,95,94,83,84,86,80,87,97,88,92,85,98,87,79,100,78,83,97,75,84,83,73.08
S0622,Urdaneta I Central School,7,F,Filipino,Wasted,84,85,97,82,99,99,81,79,88,78,89,98,99,99,78,81,86,95,90,82,97,91,84,99,93,99,80,94,66.82
S0623,Urdaneta I Central School,9,M,Tagalog,Severely Wasted,84,84,84,96,79,97,83,88,75,81,81,77,85,75,92,84,91,99,91,87,99,93,92,87,83,86,100,87,66.82
S0624,Don Alipio Fernandes Sr. IS,6,F,Ilocano,Severely Wasted,85,86,81,81,79,77,93,95,86,88,77,79,77,89,90,98,80,96,88,99,76,79,92,80,84,87,85,81,73.08
S0625,Urdaneta I Central School,8,F,Tagalog,Obese,84,83,82,92,82,80,93,81,85,89,77,77,84,95,93,75,78,88,96,80,97,99,95,80,95,82,97,95,66.82
S0626,Urdaneta I Central School,12,F,Filipino,Severely Wasted,94,82,75,84,83,87,79,99,87,98,87,95,83,84,89,77,92,83,99,90,76,77,91,87,91,89,87,97,66.82
S0627,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Filipino,Obese,87,77,91,80,91,80,94,96,76,81,93,85,98,77,90,87,88,98,99,90,79,99,93,84,86,91,85,80,75.71
S0628,Don Alipio Fernandes Sr. IS,11,F,Ilocano,Normal,78,89,96,94,84,78,77,95,77,95,77,92,91,91,78,76,93,79,84,98,94,97,98,81,86,83,90,91,73.08
S0629,Urdaneta I Central School,6,M,Ilocano,Severely Wasted,91,80,98,97,84,90,99,80,76,96,86,93,78,96,94,90,84,99,84,90,88,83,78,95,88,94,75,79,66.82
S0630,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Filipino,Severely Wasted,92,80,75,89,87,85,76,97,81,90,77,75,77,78,83,91,79,77,100,85,97,80,89,90,96,93,100,84,75.71
S0631,Urdaneta I Central School,6,F,Ilocano,Normal,79,81,76,88,80,88,94,84,85,82,99,83,99,91,83,91,81,86,95,86,81,89,83,90,92,90,92,83,66.82
S0632,Don Alipio Fernandes Sr. IS,8,M,Filipino,Overweight,99,86,97,92,79,79,95,97,94,84,79,91,94,100,93,99,92,85,93,75,91,88,96,94,95,100,75,99,73.08
S0633,Urdaneta I Central School,9,F,Filipino,Obese,77,88,92,97,95,93,92,92,94,76,79,96,78,95,92,97,94,82,80,79,94,83,76,89,78,84,84,100,66.82
S0634,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Filipino,Severely Wasted,95,76,94,84,82,83,95,82,84,83,78,79,83,93,82,98,80,100,89,88,84,92,91,80,81,81,90,86,75.71
S0635,Urdaneta I Central School,8,M,Ilocano,Wasted,83,88,93,87,84,90,81,87,98,94,98,100,97,79,76,80,76,79,82,85,78,85,81,96,75,84,89,84,66.82
S0636,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Filipino,Overweight,95,98,89,92,87,79,77,89,94,79,94,92,80,91,92,91,81,86,87,77,95,91,83,76,83,78,84,90,75.71
S0637,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Filipino,Wasted,76,77,84,83,86,90,77,87,84,81,90,100,96,88,85,88,88,75,76,90,93,93,80,79,93,81,95,87,75.71
S0638,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Ilocano,Severely Wasted,95,91,98,91,76,94,91,94,100,83,78,90,100,93,93,92,83,99,91,87,82,90,77,100,94,99,94,75,75.71
S0639,Don Alipio Fernandes Sr. IS,6,F,Filipino,Overweight,89,93,80,94,87,78,89,86,89,75,75,93,96,98,97,80,99,75,94,86,97,76,95,83,86,87,91,80,73.08
S0640,Don Alipio Fernandes Sr. IS,12,F,Filipino,Obese,80,98,88,88,84,82,86,90,87,94,91,80,94,82,95,76,92,80,95,90,85,98,88,75,91,83,90,84,73.08
S0641,Urdaneta I Central School,8,F,Filipino,Overweight,90,79,82,91,79,92,75,78,75,85,92,92,75,76,94,93,91,99,75,89,99,94,99,80,80,85,80,94,66.82
S0642,Urdaneta I Central School,8,M,Filipino,Obese,83,83,98,79,100,92,77,83,97,76,94,79,87,83,76,76,99,82,86,98,75,91,90,78,83,79,85,99,66.82
S0643,Don Alipio Fernandes Sr. IS,7,F,Filipino,Normal,95,96,99,99,87,85,86,94,82,86,78,76,97,92,84,82,80,82,97,85,88,86,99,97,76,82,85,100,73.08
S0644,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Ilocano,Overweight,84,91,87,95,95,100,93,85,85,100,83,92,87,84,78,92,90,87,90,84,92,85,93,90,89,100,89,84,75.71
S0645,Urdaneta I Central School,8,M,Filipino,Overweight,85,87,77,97,75,82,84,97,81,94,94,77,91,82,99,84,86,91,87,89,100,81,99,81,78,86,92,75,66.82
S0646,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,F,Tagalog,Wasted,90,96,99,87,97,90,95,96,81,83,80,94,98,94,79,94,75,93,82,75,87,91,85,86,75,83,76,85,75.71
S0647,Urdaneta I Central School,9,F,Filipino,Obese,82,93,80,83,100,92,79,96,93,97,92,89,93,93,94,85,84,96,84,99,80,87,83,84,81,92,97,90,66.82
S0648,Urdaneta I Central School,7,M,Filipino,Normal,87,98,98,83,99,98,97,77,79,97,78,94,85,92,75,95,99,99,77,90,87,89,78,82,99,91,87,97,66.82
S0649,Don Alipio Fernandes Sr. IS,11,F,Tagalog,Severely Wasted,100,88,80,84,100,89,81,94,89,77,94,85,93,85,97,77,86,77,99,81,76,75,92,98,96,78,85,95,73.08
S0650,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Ilocano,Severely Wasted,87,78,100,89,78,93,100,88,79,76,97,86,93,81,96,95,88,100,88,92,88,92,85,76,100,77,88,98,75.71
S0651,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Ilocano,Overweight,87,98,99,78,91,91,76,83,92,84,95,76,92,92,78,93,94,80,95,85,91,99,98,92,91,80,82,91,75.71
S0652,Urdaneta I Central School,8,F,Tagalog,Normal,75,80,82,78,94,80,77,92,87,94,94,83,100,96,87,77,96,100,93,83,98,94,96,78,88,91,88,98,66.82
S0653,Don Alipio Fernandes Sr. IS,7,M,Ilocano,Wasted,91,98,100,100,87,76,81,96,85,88,94,95,99,81,100,88,82,79,81,87,76,76,98,81,99,77,92,85,73.08
S0654,Don Alipio Fernandes Sr. IS,10,M,Filipino,Wasted,86,83,91,76,80,84,99,88,93,99,88,77,78,77,86,79,100,85,80,84,76,91,99,82,83,92,90,97,73.08
S0655,Don Alipio Fernandes Sr. IS,10,F,Tagalog,Overweight,93,91,75,80,88,99,98,78,82,76,78,80,81,91,85,89,76,98,99,83,99,87,81,77,84,76,88,84,73.08
S0656,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Ilocano,Wasted,85,78,87,78,95,96,95,86,91,93,84,85,87,81,86,98,96,80,97,87,91,86,76,78,100,78,96,93,75.71
S0657,Don Alipio Fernandes Sr. IS,8,M,Filipino,Obese,88,86,99,78,100,84,93,84,79,84,80,93,100,85,86,76,97,94,94,91,92,93,86,75,84,99,75,83,73.08
S0658,Urdaneta I Central School,6,F,Tagalog,Obese,92,98,80,80,98,95,82,77,84,87,90,83,94,87,81,82,75,94,92,81,93,76,88,94,89,88,85,97,66.82
S0659,Urdaneta I Central School,9,F,Filipino,Severely Wasted,77,82,82,87,96,84,91,89,79,87,77,91,81,81,89,78,86,77,77,96,94,86,88,96,99,92,95,95,66.82
S0660,Don Alipio Fernandes Sr. IS,12,M,Ilocano,Obese,98,80,90,97,98,75,89,76,84,76,75,81,77,83,99,98,89,92,75,100,100,94,90,84,94,98,95,92,73.08
S0661,Urdaneta I Central School,11,M,Tagalog,Severely Wasted,76,85,100,85,88,85,97,81,76,79,100,82,89,84,80,93,86,80,79,83,99,87,90,100,84,95,96,98,66.82
S0662,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Filipino,Severely Wasted,76,98,97,77,78,83,93,84,80,86,87,85,77,79,81,83,95,96,90,88,77,85,96,86,89,84,99,97,75.71
S0663,Don Alipio Fernandes Sr. IS,9,F,Filipino,Wasted,91,92,95,99,100,93,95,83,81,78,99,90,76,75,100,75,75,86,88,91,95,88,99,75,79,94,82,82,73.08
S0664,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Filipino,Overweight,82,88,90,91,85,82,91,91,83,97,94,99,97,78,79,95,82,100,89,79,92,92,80,97,83,94,78,81,75.71
S0665,Don Alipio Fernandes Sr. IS,8,M,Tagalog,Obese,78,92,81,78,85,89,85,82,100,93,83,82,85,88,100,92,88,78,85,79,92,82,76,94,93,79,98,81,73.08
S0666,Urdaneta I Central School,9,M,Ilocano,Overweight,94,83,88,83,91,95,96,99,90,93,80,85,84,77,94,91,84,98,80,90,94,97,88,88,99,92,85,96,66.82
S0667,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Filipino,Wasted,76,87,91,75,83,86,91,93,83,83,99,94,93,78,86,100,86,93,83,93,82,76,91,81,93,98,100,75,75.71
S0668,Urdaneta I Central School,8,F,Tagalog,Severely Wasted,90,99,85,90,89,83,85,83,87,76,99,92,99,85,91,80,89,91,76,89,94,80,75,97,78,93,84,85,66.82
S0669,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,F,Ilocano,Obese,76,90,86,98,100,97,83,89,84,87,98,87,93,76,80,81,77,81,91,95,94,93,88,75,90,81,92,98,75.71
S0670,Don Alipio Fernandes Sr. IS,8,M,Filipino,Normal,75,95,94,77,81,96,81,89,80,75,77,97,83,86,90,83,75,100,77,90,85,80,79,98,86,95,78,82,73.08
S0671,Don Alipio Fernandes Sr. IS,7,M,Ilocano,Wasted,78,75,91,92,81,97,95,86,99,80,77,86,87,90,85,95,96,88,93,96,75,88,78,86,98,79,96,79,73.08
S0672,Don Alipio Fernandes Sr. IS,10,F,Ilocano,Severely Wasted,91,87,78,79,96,94,85,78,91,99,75,93,87,99,88,92,83,91,86,83,93,93,90,91,94,90,80,94,73.08
S0673,Don Alipio Fernandes Sr. IS,9,M,Ilocano,Obese,82,80,82,97,88,86,93,83,82,95,96,81,100,89,91,100,83,85,81,88,99,85,94,80,80,80,88,79,73.08
S0674,Don Alipio Fernandes Sr. IS,9,M,Tagalog,Wasted,83,87,89,84,83,89,93,96,92,97,96,84,88,83,77,95,88,94,97,82,92,77,87,85,99,91,99,99,73.08
S0675,Urdaneta I Central School,7,F,Filipino,Wasted,84,95,82,84,96,96,82,87,80,94,79,80,76,89,77,98,85,84,89,86,98,97,98,92,97,90,100,84,66.82
S0676,Don Alipio Fernandes Sr. IS,7,F,Tagalog,Overweight,89,89,96,96,83,94,80,100,97,90,86,96,77,89,87,81,81,75,88,91,93,82,84,92,85,85,83,83,73.08
S0677,Don Alipio Fernandes Sr. IS,7,M,Tagalog,Severely Wasted,87,79,83,93,78,84,93,96,87,77,93,97,85,76,94,83,77,75,88,100,88,75,97,81,85,88,82,78,73.08
S0678,Don Alipio Fernandes Sr. IS,9,M,Filipino,Normal,99,81,87,96,85,77,81,91,78,96,100,100,95,97,80,88,83,94,88,92,88,83,82,75,89,75,84,88,73.08
S0679,Don Alipio Fernandes Sr. IS,6,F,Filipino,Wasted,92,100,75,78,96,92,92,76,98,76,95,88,92,80,78,81,92,88,94,100,97,88,100,77,100,89,76,96,73.08
S0680,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Filipino,Overweight,85,79,84,85,78,82,94,80,93,98,98,85,88,95,75,78,83,93,75,79,98,94,99,80,75,86,91,81,75.71
S0681,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Ilocano,Obese,80,95,92,81,76,91,93,87,77,90,94,83,81,88,84,84,87,94,81,76,99,87,96,89,83,83,85,95,75.71
S0682,Urdaneta I Central School,8,F,Tagalog,Wasted,90,94,89,86,94,99,97,76,95,75,81,88,89,77,100,85,81,85,87,91,83,84,85,76,99,75,94,79,66.82
S0683,Urdaneta I Central School,8,M,Ilocano,Wasted,76,95,89,86,100,79,87,89,80,86,87,99,80,84,79,92,78,93,82,94,89,84,83,92,84,79,90,77,66.82
S0684,Urdaneta I Central School,11,F,Tagalog,Obese,82,77,88,92,95,76,83,88,80,78,87,75,78,89,82,96,79,84,84,83,83,77,91,78,93,90,87,92,66.82
S0685,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Ilocano,Obese,75,82,77,80,92,79,91,77,89,82,76,90,91,77,85,84,84,90,85,88,81,93,75,81,85,84,88,99,75.71
S0686,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Ilocano,Normal,82,92,99,81,85,81,77,79,85,90,77,98,79,100,87,97,92,78,76,87,83,91,76,95,80,93,83,96,75.71
